category,neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
land,Duwakot,Bhaktapur,"Duwakot, Bhaktapur",2200000.0,3.1,6820000.0,20.0,Gravel,West,False,False,False,False,False
land,Sitapakha,Lalitpur,"Sitapakha, Lalitpur",3800000.0,,,13.0,Paved,West,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",4000000.0,,,20.0,Paved,South,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",3500000.0,3.3,11550000.0,13.0,Paved,North,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4500000.0,,,20.0,Paved,North-East,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",3500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Chakupat,Lalitpur,"Chakupat, Lalitpur",8000000.0,8.2,65599999.99999999,26.0,Pitched,East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,,,20.0,Paved,West,False,False,False,False,False
land,Chandragiri,Kathmandu,"Chandragiri, Kathmandu",2900000.0,,,15.0,Gravel,North,False,False,False,False,False
land,Kusunti,Lalitpur,"Kusunti, Lalitpur",4500000.0,3.2,14400000.0,13.0,Paved,West,False,False,False,False,False
land,Dholahiti,Lalitpur,"Dholahiti, Lalitpur",4500000.0,,,26.0,Paved,South-West,False,False,False,False,False
land,Bhairabnath Mandir,Bhaktapur,"Bhairabnath Mandir, Bhaktapur",5000000.0,,,26.0,Paved,,False,False,False,False,False
land,Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",5200000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Dudhpati,Bhaktapur,"Dudhpati, Bhaktapur",4300000.0,5.1,21930000.0,20.0,Paved,South,False,False,False,False,False
land,Taukhel,Lalitpur,"Taukhel, Lalitpur",2500000.0,,,16.0,Pitched,South-East,False,False,False,False,False
land,Chhaling,Bhaktapur,"Chhaling, Bhaktapur",2500000.0,,,26.0,Paved,East,False,False,False,False,False
land,Bhandari Marg,Lalitpur,"Bhandari Marg, Lalitpur",3900000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Suncity,Kathmandu,"Suncity, Kathmandu",3800000.0,3.1,11780000.0,13.0,Paved,South-East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4300000.0,3.1,13330000.0,13.0,Paved,West,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4500000.0,,,13.0,Paved,East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4800000.0,3.1,14880000.0,20.0,Paved,North,False,False,False,False,False
land,Katunje,Bhaktapur,"Katunje, Bhaktapur",3600000.0,3.1,11160000.0,16.0,Paved,West,False,False,False,False,False
land,Katunje,Bhaktapur,"Katunje, Bhaktapur",3400000.0,4.2,14280000.0,20.0,Paved,North,False,False,False,False,False
land,Harsha Chowk,Bhaktapur,"Harsha Chowk, Bhaktapur",3400000.0,,,13.0,Paved,South,False,False,False,False,False
land,Katunje,Bhaktapur,"Katunje, Bhaktapur",3300000.0,,,13.0,Paved,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,,,15.0,Paved,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,13.0,Paved,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4500000.0,,,16.0,Paved,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4200000.0,4.1,17220000.0,10.0,Paved,East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",2550000.0,,,16.0,Paved,South-West,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",3000000.0,,,16.0,Paved,East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",3000000.0,,,16.0,Paved,South-East,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",2700000.0,4.1,11069999.999999998,20.0,Paved,South,False,False,False,False,False
land,Katunje,Bhaktapur,"Katunje, Bhaktapur",3600000.0,3.1,11160000.0,16.0,Paved,West,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",2700000.0,,,13.0,Paved,North,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",,,14500000.0,13.0,Paved,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3700000.0,,,13.0,Paved,South-West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4200000.0,3.1,13020000.0,13.0,Paved,North-East,False,False,False,False,False
land,Badikhel,Lalitpur,"Badikhel, Lalitpur",2150000.0,5.2,11180000.0,16.0,Paved,South-West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,,,14.0,Paved,South-West,False,False,False,False,False
land,Badikhel,Lalitpur,"Badikhel, Lalitpur",2200000.0,4.2,9240000.0,16.0,Paved,West,False,False,False,False,False
land,Tathali,Bhaktapur,"Tathali, Bhaktapur",1900000.0,3.2,6080000.0,13.0,Gravel,South,False,False,False,False,False
land,Banasthali,Kathmandu,"Banasthali, Kathmandu",5800000.0,,,16.0,Paved,West,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",2900000.0,,,20.0,Paved,South-East,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",2200000.0,,,20.0,Gravel,South-East,False,False,False,False,False
land,Bhatkeko Pool,Kathmandu,"Bhatkeko Pool, Kathmandu",6000000.0,,,13.0,Paved,South-West,False,False,False,False,False
land,Kapan,Kathmandu,"Kapan, Kathmandu",5600000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4700000.0,4.1,19270000.0,20.0,Paved,North-West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4800000.0,4.2,20160000.0,,,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,3.1,12400000.0,13.0,Paved,West,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",,,10500000.0,13.0,Paved,East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",3800000.0,4.2,15960000.0,16.0,Paved,South-East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,4.2,16800000.0,20.0,Paved,South-East,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3700000.0,4.2,15540000.0,13.0,Paved,East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5500000.0,4.2,23100000.0,13.0,Gravel,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5200000.0,5.2,27040000.0,16.0,Paved,South-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5800000.0,4.2,24360000.0,13.0,Paved,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5000000.0,3.2,16000000.0,13.0,Gravel,West,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",3500000.0,,,20.0,Pitched,South-East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4000000.0,4.3,17200000.0,20.0,Paved,West,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4000000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Bhimdhunga,Kathmandu,"Bhimdhunga, Kathmandu",2800000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Tahachal,Kathmandu,"Tahachal, Kathmandu",8000000.0,,,,,North-West,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3500000.0,,,13.0,Paved,South-East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5500000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4500000.0,,,22.0,Paved,North-East,False,False,False,False,False
land,Sipadol,Bhaktapur,"Sipadol, Bhaktapur",2000000.0,,,10.0,Paved,,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",2500000.0,4.2,10500000.0,16.0,Gravel,West,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",5200000.0,,,13.0,Paved,South-East,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2800000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",2200000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Mantar,Kathmandu,"Mantar, Kathmandu",5200000.0,3.3,17160000.0,20.0,Paved,West,False,False,False,False,False
land,Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7000000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4700000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",2200000.0,,,20.0,Gravel,,False,False,False,False,False
land,Naikap,Kathmandu,"Naikap, Kathmandu",4500000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4600000.0,3.1,14260000.0,20.0,Gravel,North,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",5800000.0,,,13.0,Alley,North-West,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4800000.0,6.2,29760000.0,13.0,Paved,South-East,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",3500000.0,3.2,11200000.0,13.0,Gravel,West,False,False,False,False,False
land,Dibyeshwori Townplanning,Bhaktapur,"Dibyeshwori Townplanning, Bhaktapur",6500000.0,3.2,20800000.0,20.0,Paved,East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4700000.0,4.1,19270000.0,13.0,Gravel,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4800000.0,3.2,15360000.0,20.0,Gravel,North,False,False,False,False,False
land,Hattigauda,Kathmandu,"Hattigauda, Kathmandu",3500000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",6000000.0,,,24.0,Paved,West,False,False,False,False,False
land,Bhandari Marg,Lalitpur,"Bhandari Marg, Lalitpur",3800000.0,5.2,19760000.0,13.0,Paved,South-East,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,4.2,11760000.0,13.0,Gravel,West,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",5300000.0,,,13.0,Paved,South-East,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",2800000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Sipadol,Bhaktapur,"Sipadol, Bhaktapur",3500000.0,4.0,14000000.0,20.0,Pitched,East,False,False,False,False,False
land,Sipadol,Bhaktapur,"Sipadol, Bhaktapur",,6.3,,20.0,Pitched,South-East,False,False,False,False,False
land,Balambu,Kathmandu,"Balambu, Kathmandu",3000000.0,,,26.0,Gravel,East,False,False,False,False,False
land,Syuchatar,Kathmandu,"Syuchatar, Kathmandu",1600000.0,,,4.0,Gravel,South,False,False,False,False,False
land,Ramkot,Kathmandu,"Ramkot, Kathmandu",2800000.0,,,14.0,Gravel,South,False,False,False,False,False
land,Ranibari,Kathmandu,"Ranibari, Kathmandu",5500000.0,,,,,North-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,2.2,13200000.000000002,20.0,Pitched,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",7000000.0,3.2,22400000.0,20.0,Pitched,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5800000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",,,66000000.0,13.0,Gravel,East,False,False,False,False,False
land,Bishnumati Bridge,Kathmandu,"Bishnumati Bridge, Kathmandu",3500000.0,,,,,South-East,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",2500000.0,5.3,13250000.0,26.0,Paved,South,False,False,False,False,False
land,Suryabinayak,Bhaktapur,"Suryabinayak, Bhaktapur",3500000.0,3.2,11200000.0,19.0,Paved,North-West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5200000.0,3.2,16640000.0,26.0,Gravel,North,False,False,False,False,False
land,Godawari,Lalitpur,"Godawari, Lalitpur",,,4300000.0,,,West,False,False,False,False,False
land,"Unknown, Unknown",Rupandehi,", Rupandehi",,,250000000.0,24.0,Pitched,South-East,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",3800000.0,,,13.0,Gravel,North-East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",2700000.0,,,13.0,Paved,North,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4600000.0,,,20.0,Gravel,North-East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4800000.0,,,18.0,Gravel,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4800000.0,,,18.0,Gravel,East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,4.1,15579999.999999998,20.0,Gravel,South-East,False,False,False,False,False
land,Changunarayan,Bhaktapur,"Changunarayan, Bhaktapur",2000000.0,3.1,6200000.0,10.0,Gravel,West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4400000.0,,,13.0,Gravel,South-West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,7.2,25200000.0,13.0,Gravel,North-West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3000000.0,4.2,12600000.0,10.0,Gravel,South,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",5200000.0,,,13.0,Paved,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4700000.0,,,13.0,Gravel,North-East,False,False,False,False,False
land,Duwakot,Bhaktapur,"Duwakot, Bhaktapur",2200000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3700000.0,4.1,15169999.999999998,10.0,Paved,North-East,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",4800000.0,5.1,24480000.0,13.0,Pitched,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",3900000.0,5.2,20280000.0,20.0,Pitched,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,3.1,10850000.0,13.0,Gravel,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3600000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",5200000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5300000.0,5.2,27560000.0,20.0,Pitched,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4600000.0,3.1,14260000.0,13.0,Gravel,South-East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,,,26.0,Gravel,South-East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,22.0,Paved,South,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5500000.0,,,13.0,Pitched,South-West,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5300000.0,4.1,21730000.0,20.0,Pitched,West,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5700000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4800000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5800000.0,,,20.0,Paved,South,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",7000000.0,3.2,22400000.0,28.0,Pitched,South,False,False,False,False,False
land,Tinthana,Kathmandu,"Tinthana, Kathmandu",,8.2,,16.0,Paved,South,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",4000000.0,,,13.0,Paved,North,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",5500000.0,3.3,18150000.0,13.0,Paved,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5800000.0,,,20.0,Paved,South,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Chasidol,Lalitpur,"Chasidol, Lalitpur",3500000.0,3.1,10850000.0,13.0,Gravel,East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5600000.0,4.3,24080000.0,20.0,Paved,South,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5200000.0,,,20.0,Paved,East,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Radhe Radhe,Bhaktapur,"Radhe Radhe, Bhaktapur",5800000.0,3.1,17980000.0,13.0,Gravel,East,False,False,False,False,False
land,Narayanthan,Kathmandu,"Narayanthan , Kathmandu",5500000.0,,,14.0,Pitched,West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4500000.0,4.2,18900000.0,13.0,Paved,North-West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5800000.0,5.2,30160000.0,20.0,Pitched,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3400000.0,3.1,10540000.0,13.0,Gravel,North-East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5100000.0,,,20.0,Gravel,North-West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5500000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Dhobighat,Lalitpur,"Dhobighat, Lalitpur",7500000.0,,,,,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3600000.0,3.1,11160000.0,13.0,Gravel,South,False,False,False,False,False
land,Chabahil,Kathmandu,"Chabahil, Kathmandu",5100000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",2500000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Raniban,Kathmandu,"Raniban, Kathmandu",5500000.0,,,,,North,False,False,False,False,False
land,Tokha Chandeshwori,Kathmandu,"Tokha Chandeshwori, Kathmandu",3000000.0,28.2,84600000.0,14.0,Gravel,South,False,False,False,False,False
land,Chapagaun,Lalitpur,"Chapagaun, Lalitpur",1800000.0,4.2,7560000.0,20.0,Pitched,North-East,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2500000.0,,,20.0,Gravel,North-East,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",3700000.0,,,25.0,Pitched,North-West,False,False,False,False,False
land,Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2350000.0,,,15.0,Pitched,South-West,False,False,False,False,False
land,Bansbari,Kathmandu,"Bansbari, Kathmandu",5500000.0,5.1,28050000.0,20.0,Pitched,West,False,False,False,False,False
land,"Unknown, Lalitpur",Lalitpur,", Lalitpur",1600000.0,,,20.0,Paved,South-East,False,False,False,False,False
land,Bhanimandal,Lalitpur,"Bhanimandal, Lalitpur",,,,,,North,False,False,False,False,False
land,Satungal,Kathmandu,"Satungal, Kathmandu",3800000.0,4.1,15579999.999999998,20.0,Paved,South-East,False,False,False,False,False
land,Golfutar,Kathmandu,"Golfutar, Kathmandu",8000000.0,15.2,121600000.0,22.0,Pitched,South,False,False,False,False,False
land,Kaushaltar,Bhaktapur,"Kaushaltar, Bhaktapur",4500000.0,,,13.0,Pitched,North,False,False,False,False,False
land,Machhe Gaun,Kathmandu,"Machhe Gaun, Kathmandu",2400000.0,10.2,24480000.0,13.0,Gravel,North-West,False,False,False,False,False
land,Rarahill,Kathmandu,"Rarahill, Kathmandu",3400000.0,4.2,14280000.0,13.0,Gravel,North-East,False,False,False,False,False
land,Rarahill,Kathmandu,"Rarahill, Kathmandu",3400000.0,5.2,17680000.0,13.0,Gravel,North-East,False,False,False,False,False
land,Jhulpokhari,Kathmandu,"Jhulpokhari, Kathmandu",2300000.0,8.2,18860000.0,13.0,Gravel,East,False,False,False,False,False
land,Greenland Chowk,Kathmandu,"Greenland Chowk, Kathmandu",4700000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Sukedhara,Kathmandu,"Sukedhara, Kathmandu",6800000.0,,,24.0,Pitched,East,False,False,False,False,False
land,Taukhel,Lalitpur,"Taukhel, Lalitpur",2500000.0,4.1,10250000.0,,,East,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",6500000.0,5.2,33800000.0,26.0,Gravel,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5200000.0,,,,,South-East,False,False,False,False,False
land,Dahachowk,Kathmandu,"Dahachowk, Kathmandu",3500000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2500000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Chapagaun,Lalitpur,"Chapagaun, Lalitpur",1000000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Thaiba,Lalitpur,"Thaiba, Lalitpur",2800000.0,,,10.0,Gravel,South,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",6500000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Lakhan Chowk,Rupandehi,"Lakhan Chowk, Rupandehi",,0.12,,25.0,Pitched,East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5800000.0,4.2,24360000.0,13.0,Paved,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",6500000.0,,,26.0,Paved,North,False,False,False,False,False
land,Machhe Gaun,Kathmandu,"Machhe Gaun, Kathmandu",1850000.0,5.2,9620000.0,18.0,Paved,South-East,False,False,False,False,False
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",2200000.0,,,18.0,Gravel,North-East,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",2100000.0,4.1,8610000.0,20.0,Pitched,South-East,False,False,False,False,False
land,Sipadol,Bhaktapur,"Sipadol, Bhaktapur",3400000.0,,,13.0,Gravel,North-East,False,False,False,False,False
land,Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",4200000.0,3.3,13860000.0,20.0,Gravel,West,False,False,False,False,False
land,Dhapasi,Kathmandu,"Dhapasi, Kathmandu",4500000.0,5.2,23400000.0,13.0,Gravel,South-East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",2800000.0,,,20.0,Paved,North,False,False,False,False,False
land,Syuchatar,Kathmandu,"Syuchatar, Kathmandu",3500000.0,,,13.0,Paved,South-West,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4700000.0,6.3,29610000.0,13.0,Gravel,South,False,False,False,False,False
land,Namgel,Kathmandu,"Namgel, Kathmandu",2968750.0,3.2,9500000.0,13.0,Pitched,South,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3700000.0,4.2,15540000.0,13.0,Gravel,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Kalanki,Kathmandu,"Kalanki, Kathmandu",10500000.0,,,10.0,Pitched,East,False,False,False,False,False
land,Jhulpokhari,Kathmandu,"Jhulpokhari, Kathmandu",2800000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4900000.0,4.2,20580000.0,13.0,Paved,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,5.1,20400000.0,13.0,Paved,South,False,False,False,False,False
land,Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",4500000.0,3.2,14400000.0,13.0,Paved,East,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",5500000.0,,,13.0,Paved,South-West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",7500000.0,,,24.0,Paved,North-East,False,False,False,False,False
land,Jhulpokhari,Kathmandu,"Jhulpokhari, Kathmandu",2400000.0,4.2,10080000.0,13.0,Gravel,East,False,False,False,False,False
land,Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",5000000.0,3.2,16000000.0,20.0,Gravel,East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",2200000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5200000.0,4.3,22360000.0,20.0,Gravel,South,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",2700000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",6600000.0,,,13.0,Gravel,North-West,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",2200000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,6.1,23180000.0,13.0,Gravel,East,False,False,False,False,False
land,Jhaukhel,Bhaktapur,"Jhaukhel, Bhaktapur",2600000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Thali,Kathmandu,"Thali, Kathmandu",2900000.0,3.3,9570000.0,,,South-East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,6.2,40300000.0,20.0,Paved,South-East,False,False,False,False,False
land,Tathali,Bhaktapur,"Tathali, Bhaktapur",2200000.0,,,10.0,Pitched,South,False,False,False,False,False
land,Chandol,Kathmandu,"Chandol, Kathmandu",7000000.0,5.2,36400000.0,13.0,Pitched,East,False,False,False,False,False
land,Ramkot,Kathmandu,"Ramkot, Kathmandu",3000000.0,4.3,12900000.0,20.0,Pitched,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4100000.0,3.1,12710000.0,16.0,Paved,East,False,False,False,False,False
